upc,titles,genre_id,ratings,product_type,price_excl_tax_gbp,price_incl_tax_gbp,tax,num_reviews
00c4543ec6bd25b4,The Songs of the Gods,15,5,Books,44.48,44.48,0.0,0
e88fb1c9397cfb27,The Song of Achilles,2,5,Books,37.4,37.4,0.0,0
012094e90a4b908d,The Rosie Project (Don Tillman #1),15,1,Books,54.04,54.04,0.0,0
6bdd909329435e80,The Power of Habit: Why We Do What We Do in Life and Business,15,3,Books,16.88,16.88,0.0,0
52cf2a5933ec5d8f,The Marriage of Opposites,22,4,Books,28.08,28.08,0.0,0
4e812d32d64e2431,The Lucifer Effect: Understanding How Good People Turn Evil,36,1,Books,10.4,10.4,0.0,0
f21effc079a2b38a,The Long Haul (Diary of a Wimpy Kid #9),25,1,Books,44.07,44.07,0.0,0
2d88a31f325dfd3b,The Loney,24,1,Books,23.4,23.4,0.0,0
4881cc53f6c8892f,The Literature Book (Big Ideas Simply Explained),29,3,Books,17.43,17.43,0.0,0
3bc89353f7e3a3cc,The Last Mile (Amos Decker #2),27,2,Books,54.21,54.21,0.0,0
f72f61ad6a5f12ed,The Immortal Life of Henrietta Lacks,2,2,Books,40.67,40.67,0.0,0
992974ba6a0536ea,The Hidden Oracle (The Trials of Apollo #1),17,2,Books,52.26,52.26,0.0,0
ddc8340dabc8641b,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,19,3,Books,28.77,28.77,0.0,0
847935fc68707426,The Guilty (Will Robie #4),47,2,Books,13.82,13.82,0.0,0
a86972014275e072,The First Hostage (J.B. Collins #2),18,3,Books,25.85,25.85,0.0,0
3d76bc83c6b644c9,The Dovekeepers,2,1,Books,48.78,48.78,0.0,0
6edacfd1f8ebb9eb,The Darkest Lie,50,5,Books,35.35,35.35,0.0,0
dc6f688b82e42a5b,The Bane Chronicles (The Bane Chronicles #1-11),17,4,Books,44.73,44.73,0.0,0
923831a05c9f91f7,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the Worldâs Most Precious Manuscripts,29,1,Books,15.77,15.77,0.0,0
1b8187fa4bf6ab05,The 14th Colony (Cotton Malone #11),47,1,Books,39.24,39.24,0.0,0
0c7b9cf2b7662b65,That Darkness (Gardiner and Renner #1),27,1,Books,13.92,13.92,0.0,0
2d1e337aaf341858,Tastes Like Fear (DI Marnie Rome #3),27,1,Books,10.69,10.69,0.0,0
2c04320e110a14a3,Take Me with You,18,3,Books,45.21,45.21,0.0,0
4c8b7540409da4ac,Swell: A Year of Waves,29,1,Books,45.58,45.58,0.0,0
ac8e3949d284e9a9,Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),42,5,Books,11.89,11.89,0.0,0
fe44cc816576c652,Still Life with Bread Crumbs,18,3,Books,26.41,26.41,0.0,0
95019eac1c0a052f,Steve Jobs,15,5,Books,39.5,39.5,0.0,0
3edcccc4f341fb1a,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,39,4,Books,44.74,44.74,0.0,0
a278db6b2b09cf9f,Someone Like You (The Harrisons #2),12,5,Books,52.79,52.79,0.0,0
394f6d30cafc3edb,"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",42,4,Books,35.43,35.43,0.0,0
830fb3967c74866d,Shtum,18,4,Books,55.84,55.84,0.0,0
f9705c362f070608,See America: A Celebration of Our National Parks & Treasured Sites,48,3,Books,48.87,48.87,0.0,0
86cbddb61ea78bb7,salt.,34,4,Books,46.78,46.78,0.0,0
85b2176b3b194030,Robin War,42,3,Books,47.82,47.82,0.0,0
31e2e2d9cca3778f,"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",42,2,Books,25.48,25.48,0.0,0
a6454e329f872b78,Rain Fish,8,3,Books,23.57,23.57,0.0,0
aa35446aab16017f,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",34,5,Books,50.89,50.89,0.0,0
af58a74e4b2a23a0,Pet Sematary,24,3,Books,10.56,10.56,0.0,0
8ecf0356a3878811,"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",41,3,Books,52.15,52.15,0.0,0
e34efcc824685332,Once Was a Time,8,2,Books,18.28,18.28,0.0,0
02b74068fa98d8a4,Old School (Diary of a Wimpy Kid #10),25,5,Books,11.83,11.83,0.0,0
132ec5e8c984adef,No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,29,2,Books,21.95,21.95,0.0,0
71e36f33981ddb74,"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",42,2,Books,38.39,38.39,0.0,0
727bf2b86b19ad88,My Name Is Lucy Barton,18,1,Books,41.56,41.56,0.0,0
cc82685d9f49bc2c,My Mrs. Brown,18,3,Books,24.48,24.48,0.0,0
137b0b2775701e11,My Kind of Crazy,50,1,Books,40.36,40.36,0.0,0
caa2e5b3fb1b2d4c,Mr. Mercedes (Bill Hodges Trilogy #1),18,1,Books,28.9,28.9,0.0,0
47d47155e89c8be7,More Than Music (Chasing the Dream #1),2,2,Books,37.61,37.61,0.0,0
b96fc7a0ea7d4b45,Made to Stick: Why Some Ideas Survive and Others Die,7,5,Books,38.85,38.85,0.0,0
5b43cae640f2338a,Luis Paints the World,8,3,Books,53.95,53.95,0.0,0
d512871626a5e588,Luckiest Girl Alive,15,3,Books,49.83,49.83,0.0,0
a10c7515834240f3,Lowriders to the Center of the Earth (Lowriders in Space #2),42,2,Books,51.51,51.51,0.0,0
adb5f51c2e2ab13f,Love Is a Mix Tape (Music #1),26,1,Books,18.03,18.03,0.0,0
24af96df0bafb925,Looking for Lovely: Collecting the Moments that Matter,29,5,Books,29.14,29.14,0.0,0
17fb5a88180f9904,"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",15,4,Books,46.91,46.91,0.0,0
1174156c4a0eccaa,Let It Out: A Journey Through Journaling,29,5,Books,26.79,26.79,0.0,0
708345c9897fd7c5,Lady Midnight (The Dark Artifices #1),15,5,Books,16.28,16.28,0.0,0
245e6bf08b8d2955,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",19,1,Books,19.55,19.55,0.0,0
2b52334fab158861,Island of Dragons (Unwanteds #7),17,1,Books,29.65,29.65,0.0,0
b8a8ff84233f0570,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,25,4,Books,25.98,25.98,0.0,0
aeff7b87a8e83ebb,I Am Pilgrim (Pilgrim #1),18,4,Books,10.6,10.6,0.0,0
fbb21a2f71f4d981,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",25,5,Books,14.75,14.75,0.0,0
6b6cd77fbc91b7a6,"Hush, Hush (Hush, Hush #1)",15,3,Books,47.02,47.02,0.0,0
0b165bd4b9f42fd5,Hold Your Breath (Search and Rescue #1),38,1,Books,28.82,28.82,0.0,0
afa829857f82f99e,Hamilton: The Revolution,29,3,Books,58.79,58.79,0.0,0
f201f263d8c23f97,Greek Mythic History,15,5,Books,10.23,10.23,0.0,0
eec424a84c9e4c68,God: The Most Unpleasant Character in All Fiction,37,5,Books,30.03,30.03,0.0,0
de4b403cb629a29f,Glory over Everything: Beyond The Kitchen House,22,3,Books,45.84,45.84,0.0,0
9194ae88379dbf1a,Feathers: Displays of Brilliant Plumage,4,3,Books,49.05,49.05,0.0,0
ac4dde0d1be05de0,"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",29,4,Books,15.06,15.06,0.0,0
a2bd4ca82d908442,Every Last Word,15,3,Books,46.47,46.47,0.0,0
9eaf58b03a2779cc,Eligible (The Austen Project #4),18,3,Books,27.09,27.09,0.0,0
27c5968fe43cc06e,El Deafo,42,5,Books,57.62,57.62,0.0,0
1d6dd0c87d90fe92,Eight Hundred Grapes,18,4,Books,14.39,14.39,0.0,0
a01f6d368ef64dc5,"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",29,5,Books,51.75,51.75,0.0,0
047dfa57ba0bf638,"Eat Fat, Get Thin",20,2,Books,54.07,54.07,0.0,0
ad2887ce04583910,Don't Get Caught,50,1,Books,55.35,55.35,0.0,0
bf5de316a5e9a4ab,Doctor Sleep (The Shining #2),24,2,Books,40.12,40.12,0.0,0
3c6fe637a0180b01,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),17,5,Books,37.51,37.51,0.0,0
94a958ea126cdcd5,Dear Mr. Knightley,18,5,Books,11.21,11.21,0.0,0
0e94a089328be4bc,Daily Fantasy Sports,15,1,Books,36.58,36.58,0.0,0
4b9d9cfe0f435788,Crazy Love: Overwhelmed by a Relentless God,9,2,Books,47.72,47.72,0.0,0
28cf0d1c51b491e5,Cometh the Hour (The Clifton Chronicles #6),18,3,Books,25.01,25.01,0.0,0
33a3e0e3ffde0dcd,Code Name Verity (Code Name Verity #1),2,4,Books,22.13,22.13,0.0,0
42b0c50fc44140ec,Clockwork Angel (The Infernal Devices #1),15,1,Books,44.14,44.14,0.0,0
966ebb738e0f9d9b,City of Glass (The Mortal Instruments #3),17,4,Books,56.02,56.02,0.0,0
1e264c677d4ee4ae,City of Fallen Angels (The Mortal Instruments #4),15,4,Books,11.23,11.23,0.0,0
5b987e54ee72525c,City of Bones (The Mortal Instruments #1),15,1,Books,43.28,43.28,0.0,0
8a6ec2761f91dad2,City of Ashes (The Mortal Instruments #2),15,1,Books,47.27,47.27,0.0,0
bfbb54bc8cdeed2b,Cell,2,4,Books,20.29,20.29,0.0,0
e2e7b683b4c15b7d,Catching Jordan (Hundred Oaks),50,3,Books,50.83,50.83,0.0,0
1b0fc9f777cad045,"Carry On, Warrior: Thoughts on Life Unarmed",15,3,Books,31.85,31.85,0.0,0
5f22418922fa728b,Carrie,15,2,Books,46.23,46.23,0.0,0
16ef91b9d827859c,Buying In: The Secret Dialogue Between What We Buy and Who We Are,29,4,Books,37.8,37.8,0.0,0
a80f66b254fe9eb3,Brain on Fire: My Month of Madness,29,5,Books,49.32,49.32,0.0,0
bf68dcb5fad3cc8c,Batman: Europa,42,2,Books,32.01,32.01,0.0,0
999912e63a3262ae,Barefoot Contessa Back to Basics,19,1,Books,28.01,28.01,0.0,0
0e0da9192a025efc,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,19,5,Books,50.62,50.62,0.0,0
9b65f676984c9f0c,Balloon Animals,18,3,Books,17.03,17.03,0.0,0
ffdc825785c0ede8,Art Ops Vol. 1,42,3,Books,48.8,48.8,0.0,0
41164b8ac02a2c42,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),50,4,Books,58.14,58.14,0.0,0
1fbb5f786e53a0ce,Angels Walking (Angels Walking #1),2,2,Books,34.2,34.2,0.0,0
ad41c24ccac0c7ce,Angels & Demons (Robert Langdon #1),15,3,Books,51.48,51.48,0.0,0
39861fc1c0845d15,All the Light We Cannot See,21,5,Books,29.87,29.87,0.0,0
5319169a72714c62,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",42,2,Books,10.9,10.9,0.0,0
cf1aa2fc02a7d1e0,Abstract City,29,5,Books,56.37,56.37,0.0,0
4416c474713ec1f5,A Time of Torment (Charlie Parker #14),27,5,Books,48.35,48.35,0.0,0
63ee5bc46066a8a8,A Study in Scarlet (Sherlock Holmes #1),27,2,Books,16.73,16.73,0.0,0
c1379d3744f1dd2c,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",2,2,Books,56.48,56.48,0.0,0
1ad06aed9349af46,A People's History of the United States,2,2,Books,40.79,40.79,0.0,0
8682c03de6a844ff,A Man Called Ove,18,1,Books,39.72,39.72,0.0,0
d5e0526e1ab682a3,A Distant Mirror: The Calamitous 14th Century,23,3,Books,14.58,14.58,0.0,0
01a177623cce9596,A Brush of Wings (Angels Walking #3),2,1,Books,55.51,55.51,0.0,0
6e8e5626ac4d279e,1491: New Revelations of the Americas Before Columbus,23,3,Books,21.8,21.8,0.0,0
ac5e0d3938caf686,"The Three Searches, Meaning, and the Story",15,3,Books,13.33,13.33,0.0,0
2f0213137a80d485,Searching for Meaning in Gailana,17,1,Books,38.73,38.73,0.0,0
44d97b6707dae3f0,Rook,2,4,Books,37.86,37.86,0.0,0
8bbd7df8a324f31d,My Kitchen Year: 136 Recipes That Saved My Life,19,2,Books,11.53,11.53,0.0,0
4be9d1910f8a4e80,13 Hours: The Inside Account of What Really Happened In Benghazi,29,1,Books,27.06,27.06,0.0,0
077b635ff2afc578,Will You Won't You Want Me?,49,3,Books,13.86,13.86,0.0,0
148715df5a02ea5e,Tipping Point for Planet Earth: How Close Are We to the Edge?,39,1,Books,37.55,37.55,0.0,0
4a7a25be293ad678,The Star-Touched Queen,17,5,Books,32.3,32.3,0.0,0
ce1ae197ada2aec4,The Silent Sister (Riley MacPherson #1),18,5,Books,46.29,46.29,0.0,0
14e44163678e24dc,The Midnight Watch: A Novel of the Titanic and the Californian,2,1,Books,26.2,26.2,0.0,0
582a21a1dbbef3cf,The Lonely City: Adventures in the Art of Being Alone,29,2,Books,33.26,33.26,0.0,0
3063c7e95d0bf76f,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,2,4,Books,59.15,59.15,0.0,0
235fa48eeed11d82,The Golden Condom: And Other Essays on Love Lost and Found,36,1,Books,39.43,39.43,0.0,0
f732d7d18a91d2ba,The Epidemic (The Program 0.6),50,5,Books,14.44,14.44,0.0,0
c6ca293d4810e0d5,The Dinner Party,18,2,Books,56.54,56.54,0.0,0
54fc03f1e1d355db,The Diary of a Young Girl,29,3,Books,59.9,59.9,0.0,0
64fd010bf8d15096,The Children,2,3,Books,11.88,11.88,0.0,0
b63ea3f7a57ae099,Stars Above (The Lunar Chronicles #4.5),50,2,Books,48.05,48.05,0.0,0
f40fea200e0c644f,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,29,3,Books,21.21,21.21,0.0,0
ebf81a62e4798fd1,Raspberry Pi Electronics Projects for the Evil Genius,15,4,Books,49.67,49.67,0.0,0
8976d9161c027142,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,7,1,Books,43.14,43.14,0.0,0
b8d7b3f5c7a95d65,Psycho: Sanitarium (Psycho #1.5),24,5,Books,36.97,36.97,0.0,0
abdd91e96515a617,Poisonous (Max Revere Novels #3),27,3,Books,26.8,26.8,0.0,0
81ef44fcc5f454df,One with You (Crossfire #5),2,4,Books,15.71,15.71,0.0,0
db84624b151cbe06,No Love Allowed (Dodge Cove #1),50,4,Books,54.65,54.65,0.0,0
e7fe3bf2768602cf,Murder at the 42nd Street Library (Raymond Ambler #1),27,4,Books,54.36,54.36,0.0,0
c039f5aceb093537,Most Wanted,27,3,Books,35.28,35.28,0.0,0
9546d537fbf99eb6,"Love, Lies and Spies",22,2,Books,20.55,20.55,0.0,0
b978c9852cde91bd,How to Speak Golf: An Illustrated Guide to Links Lingo,15,5,Books,58.32,58.32,0.0,0
bddc6fd036eb6279,Hide Away (Eve Duncan #20),27,1,Books,11.84,11.84,0.0,0
c6a29d6df8de968c,Furiously Happy: A Funny Book About Horrible Things,29,4,Books,41.46,41.46,0.0,0
76319fe9d8b465a3,Everyday Italian: 125 Simple and Delicious Recipes,19,5,Books,20.1,20.1,0.0,0
3968e3fbf4695d7c,Equal Is Unfair: America's Misguided Fight Against Income Inequality,35,1,Books,56.86,56.86,0.0,0
6983328f15506cb9,Eleanor & Park,15,5,Books,56.51,56.51,0.0,0
df7e628bad5782b4,Dirty (Dive Bar #1),38,4,Books,40.83,40.83,0.0,0
d069086944f2e330,Can You Keep a Secret? (Fear Street Relaunch #4),24,1,Books,48.64,48.64,0.0,0
49b24c6a41b82bd2,Boar Island (Anna Pigeon #19),27,3,Books,59.48,59.48,0.0,0
63343e287971bb0c,A Paris Apartment,22,4,Books,39.01,39.01,0.0,0
a4eef523118805ef,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",19,1,Books,38.77,38.77,0.0,0
515cb8fcafb1ad98,Troublemaker: Surviving Hollywood and Scientology,15,2,Books,48.39,48.39,0.0,0
6159d8b187831770,The Widow,27,2,Books,27.26,27.26,0.0,0
985991708c47003e,"The Sleep Revolution: Transforming Your Life, One Night at a Time",29,4,Books,11.68,11.68,0.0,0
437d8dea9272d0a9,The Improbability of Love,18,1,Books,59.45,59.45,0.0,0
1c584f82a7a1c4f0,The Art of Startup Fundraising,7,3,Books,21.0,21.0,0.0,0
cf62fa272b5f0fa3,Take Me Home Tonight (Rock Star Romance #3),38,3,Books,53.98,53.98,0.0,0
f435aa99d864077d,Sleeping Giants (Themis Files #1),40,1,Books,48.74,48.74,0.0,0
b06599b108e83f98,"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",6,2,Books,21.15,21.15,0.0,0
05a61a3bd8ca4149,Playing with Fire,27,3,Books,13.71,13.71,0.0,0
b783ce08802cd1d1,Off the Hook (Fishing for Trouble #1),38,3,Books,47.67,47.67,0.0,0
47e1b2d43f709995,Mothering Sunday,18,2,Books,13.34,13.34,0.0,0
28b2df9fadc9f07e,"Mother, Can You Not?",29,5,Books,16.89,16.89,0.0,0
5569c3fea112718e,M Train,5,1,Books,27.18,27.18,0.0,0
bade9943ee01b63f,Lilac Girls,22,2,Books,17.28,17.28,0.0,0
469508882dfc1991,Lies and Other Acts of Love,18,1,Books,45.14,45.14,0.0,0
825d6c44da3ca5a6,Lab Girl,5,1,Books,40.85,40.85,0.0,0
20dc4f1ac5d4fd9c,Keep Me Posted,49,4,Books,20.46,20.46,0.0,0
ce8666d9b42fc9a0,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,36,3,Books,56.27,56.27,0.0,0
b5953ca1f8a0b8d7,Grey (Fifty Shades #4),49,4,Books,48.49,48.49,0.0,0
c65c25d990fc7025,"Exit, Pursued by a Bear",50,4,Books,51.34,51.34,0.0,0
f608c903c451f387,Daredevils,18,3,Books,16.34,16.34,0.0,0
2587c54f5530dafc,Cravings: Recipes for What You Want to Eat,19,3,Books,20.5,20.5,0.0,0
816180220e8cb419,Born for This: How to Find the Work You Were Meant to Do,7,5,Books,21.59,21.59,0.0,0
2c34f9432069b52b,Arena,40,4,Books,21.36,21.36,0.0,0
bb967277222e689c,Adultery,15,5,Books,20.88,20.88,0.0,0
2b69dec0193511d9,A Mother's Reckoning: Living in the Aftermath of Tragedy,29,3,Books,19.53,19.53,0.0,0
40c4bf520c17de54,A Gentleman's Position (Society of Gentlemen #3),38,5,Books,14.75,14.75,0.0,0
a9d7b75461084a26,11/22/63,18,3,Books,48.48,48.48,0.0,0
34669b2e9d407d3a,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",29,2,Books,24.57,24.57,0.0,0
96aa539bfd4c07e2,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,20,5,Books,49.71,49.71,0.0,0
ab60e6f5a63e1cfb,Without Shame,2,5,Books,48.27,48.27,0.0,0
d1848064c54e01c7,Watchmen,2,4,Books,58.05,58.05,0.0,0
4fd0a2a350f016e6,Unlimited Intuition Now,15,4,Books,58.87,58.87,0.0,0
0967effecd292a86,Underlying Notes,15,2,Books,11.82,11.82,0.0,0
903a9f8090104c2c,The Shack,18,1,Books,28.03,28.03,0.0,0
4b50fb1359ebf35d,The New Brand You: Your New Image Makes the Sale for You,15,5,Books,44.05,44.05,0.0,0
65cfc9f242c2984a,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",19,4,Books,12.34,12.34,0.0,0
33396269bcce166f,The Flowers Lied,15,2,Books,16.68,16.68,0.0,0
ca74f2e3c35a3e77,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",39,1,Books,55.91,55.91,0.0,0
3f25a2fedae191cc,The Book of Mormon,37,3,Books,24.57,24.57,0.0,0
f9c87ccb2bc4853b,The Art and Science of Low Carbohydrate Living,20,5,Books,52.98,52.98,0.0,0
e77594ece9b9d1fe,The Alien Club,50,1,Books,54.4,54.4,0.0,0
0e095ed785af7e43,Suzie Snowflake: One beautiful flake (a self-esteem story),30,5,Books,54.81,54.81,0.0,0
913e7109cec0cb4c,Nap-a-Roo,8,1,Books,25.08,25.08,0.0,0
ee6c67859d70186b,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",15,4,Books,10.41,10.41,0.0,0
6baac632f7711e26,Modern Day Fables,15,2,Books,47.44,47.44,0.0,0
8fab4c4f6f82a4ce,If I Gave You God's Phone Number....: Searching for Spirituality in America,44,1,Books,20.91,20.91,0.0,0
97187f5cf0385da3,"Fruits Basket, Vol. 9 (Fruits Basket #9)",42,4,Books,33.95,33.95,0.0,0
7e9068872228c474,Dress Your Family in Corduroy and Denim,25,3,Books,43.68,43.68,0.0,0
e845d305f64154f1,Don't Forget Steven,50,1,Books,33.23,33.23,0.0,0
7186241e043de5dc,Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,29,2,Books,35.92,35.92,0.0,0
d6d9ffea95f2f8bf,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,4,4,Books,48.63,48.63,0.0,0
63d5f1651880dcea,A Shard of Ice (The Black Symphony Saga #1),17,3,Books,56.63,56.63,0.0,0
c181ca8eabe7d18c,A Hero's Curse (The Unseen Chronicles #1),2,3,Books,50.49,50.49,0.0,0
61cf7eb9d2cd8bb0,23 Degrees South: A Tropical Tale of Changing Whether...,2,2,Books,35.79,35.79,0.0,0
e77033ce559947f7,"Zero to One: Notes on Startups, or How to Build the Future",29,3,Books,34.06,34.06,0.0,0
04f6c929888f4f11,Why Not Me?,29,1,Books,17.76,17.76,0.0,0
b69c852e7e3956af,When Breath Becomes Air,29,2,Books,39.36,39.36,0.0,0
1809259a5a5f1d8d,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,48,2,Books,36.94,36.94,0.0,0
e0bdd79c7304ee8d,The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),15,5,Books,43.62,43.62,0.0,0
3eec766dda26fa64,The New Drawing on the Right Side of the Brain,4,3,Books,43.02,43.02,0.0,0
5a0d2e9284004266,"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",29,4,Books,28.45,28.45,0.0,0
9afd00e81d6208e6,The Martian (The Martian #1),15,2,Books,41.39,41.39,0.0,0
4f283dfcbeccc0d4,The High Mountains of Portugal,18,1,Books,51.15,51.15,0.0,0
1bba4b1ba23ed2d6,The Grownup,43,1,Books,35.88,35.88,0.0,0
a2308a936e898d48,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,7,1,Books,36.91,36.91,0.0,0
331c26103d885cae,South of Sunshine,50,1,Books,28.93,28.93,0.0,0
a2475a245c9907c4,Smarter Faster Better: The Secrets of Being Productive in Life and Business,29,5,Books,38.89,38.89,0.0,0
e46a164cf310fd7d,Silence in the Dark (Logan Point #4),46,3,Books,58.33,58.33,0.0,0
bee6e93e9976f4fa,Shadows of the Past (Logan Point #1),10,5,Books,39.67,39.67,0.0,0
aeb51dfbe8aeec59,Roller Girl,42,5,Books,14.1,14.1,0.0,0
52fc458ffc756faf,Rising Strong,29,3,Books,21.82,21.82,0.0,0
d56d0710668bb39c,Proofs of God: Classical Arguments from Tertullian to Barth,33,1,Books,54.21,54.21,0.0,0
4a823d80aa30dbb0,Please Kill Me: The Uncensored Oral History of Punk,26,4,Books,31.19,31.19,0.0,0
c0fc0cd215ee1724,Out of Print: City Lights Spotlight No. 14,34,5,Books,53.64,53.64,0.0,0
9a7291b89bd5445c,My Life Next Door (My Life Next Door ),50,5,Books,36.39,36.39,0.0,0
bff270fe9c86a5a9,Miller's Valley,18,2,Books,58.54,58.54,0.0,0
4729afff3bea0f0a,Man's Search for Meaning,29,3,Books,29.48,29.48,0.0,0
4d3a4c7b442a9a4e,"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",29,2,Books,25.06,25.06,0.0,0
044534b0b28b4e87,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,29,3,Books,12.55,12.55,0.0,0
c44c5e1425475206,Les Fleurs du Mal,34,5,Books,29.04,29.04,0.0,0
29af1a2566c4e36e,Left Behind (Left Behind #1),15,2,Books,40.72,40.72,0.0,0
39eefec3a8498dde,Kill 'Em and Leave: Searching for James Brown and the American Soul,26,5,Books,45.05,45.05,0.0,0
0cf57cb49272fd37,Kierkegaard: A Christian Missionary to Christians,33,1,Books,47.13,47.13,0.0,0
bd26e8a79a856c31,John Vassos: Industrial Design for Modern Life,15,4,Books,20.22,20.22,0.0,0
0ab4b35dcffcffd1,I'll Give You the Sun,15,1,Books,56.48,56.48,0.0,0
bbf1ea50be8008ab,I Will Find You,29,1,Books,44.21,44.21,0.0,0
0bfdef63285d3019,Hystopia: A Novel,18,4,Books,21.96,21.96,0.0,0
b7870fa6dc088fbb,Howl and Other Poems,34,2,Books,40.45,40.45,0.0,0
8a150fd8ff5d7686,History of Beauty,4,4,Books,10.29,10.29,0.0,0
d48c1369927ebef1,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,15,2,Books,52.86,52.86,0.0,0
df6a7c43faa6732b,Future Shock (Future Shock #1),50,5,Books,55.65,55.65,0.0,0
e049d44c4f1cf1b2,Ender's Game (The Ender Quintet #1),15,1,Books,43.64,43.64,0.0,0
0c11e2d068768dbb,Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,39,1,Books,28.41,28.41,0.0,0
